_id,sale_id,batch_id,quantity,mrp,tax_percent,discount_percent,createdAt,updatedAt,__v
68d705756d08732e0fc60cf8,68d705756d08732e0fc60cf4,68d7054578436788b19eaa96,1,235,12,0,2025-09-27T02:58:21.635+00:00,2025-09-27T02:58:21.635+00:00,0
68d705756d08732e0fc60cfa,68d705756d08732e0fc60cf9,68d7054578436788b19eab9c,1,20,18,0,2025-09-27T02:58:21.637+00:00,2025-09-27T02:58:21.637+00:00,0
68d705756d08732e0fc60cfb,68d705756d08732e0fc60cf9,68d7054578436788b19eab62,1,45,18,0,2025-09-27T02:58:21.638+00:00,2025-09-27T02:58:21.638+00:00,0
68d705756d08732e0fc60cfc,68d705756d08732e0fc60cf9,68d7054578436788b19eabdc,1,100,12,0,2025-09-27T02:58:21.640+00:00,2025-09-27T02:58:21.640+00:00,0
68d705756d08732e0fc60cfe,68d705756d08732e0fc60cfd,68d7054578436788b19eaa94,1,235,12,0,2025-09-27T02:58:21.641+00:00,2025-09-27T02:58:21.641+00:00,0
68d705756d08732e0fc60cff,68d705756d08732e0fc60cfd,68d7054578436788b19eabb8,1,299,12,0,2025-09-27T02:58:21.642+00:00,2025-09-27T02:58:21.642+00:00,0
68d705756d08732e0fc60d00,68d705756d08732e0fc60cfd,68d7054578436788b19eaaa8,1,199,12,10,2025-09-27T02:58:21.643+00:00,2025-09-27T02:58:21.643+00:00,0
68d705756d08732e0fc60d02,68d705756d08732e0fc60d01,68d7054578436788b19eab5e,1,45,5,0,2025-09-27T02:58:21.644+00:00,2025-09-27T02:58:21.644+00:00,0
68d705756d08732e0fc60d04,68d705756d08732e0fc60d03,68d7054578436788b19eac2e,1,1599,5,0,2025-09-27T02:58:21.645+00:00,2025-09-27T02:58:21.645+00:00,0
68d705756d08732e0fc60d06,68d705756d08732e0fc60d05,68d7054578436788b19eaacc,1,120,18,0,2025-09-27T02:58:21.647+00:00,2025-09-27T02:58:21.647+00:00,0
68d705756d08732e0fc60d08,68d705756d08732e0fc60d07,68d7054578436788b19eac1e,1,1299,18,0,2025-09-27T02:58:21.649+00:00,2025-09-27T02:58:21.649+00:00,0
68d705756d08732e0fc60d09,68d705756d08732e0fc60d07,68d7054578436788b19eac3c,1,570,5,5,2025-09-27T02:58:21.649+00:00,2025-09-27T02:58:21.649+00:00,0
68d705756d08732e0fc60d0b,68d705756d08732e0fc60d0a,68d7054578436788b19eac8b,1,499,12,0,2025-09-27T02:58:21.652+00:00,2025-09-27T02:58:21.652+00:00,0
68d705756d08732e0fc60d0c,68d705756d08732e0fc60d0a,68d7054578436788b19eab00,1,50,5,0,2025-09-27T02:58:21.652+00:00,2025-09-27T02:58:21.652+00:00,0
68d705756d08732e0fc60d0e,68d705756d08732e0fc60d0d,68d7054578436788b19eac38,1,1130,5,5,2025-09-27T02:58:21.655+00:00,2025-09-27T02:58:21.655+00:00,0
68d705756d08732e0fc60d0f,68d705756d08732e0fc60d0d,68d7054578436788b19eacb7,1,279,12,10,2025-09-27T02:58:21.656+00:00,2025-09-27T02:58:21.656+00:00,0
68d705756d08732e0fc60d10,68d705756d08732e0fc60d0d,68d7054578436788b19eabf6,1,30,18,0,2025-09-27T02:58:21.657+00:00,2025-09-27T02:58:21.657+00:00,0
68d705756d08732e0fc60d11,68d705756d08732e0fc60d0d,68d7054578436788b19eab5a,1,100,18,0,2025-09-27T02:58:21.658+00:00,2025-09-27T02:58:21.658+00:00,0
68d705756d08732e0fc60d13,68d705756d08732e0fc60d12,68d7054578436788b19eaaf8,1,50,18,0,2025-09-27T02:58:21.659+00:00,2025-09-27T02:58:21.659+00:00,0
68d705756d08732e0fc60d14,68d705756d08732e0fc60d12,68d7054578436788b19eacad,1,199,12,0,2025-09-27T02:58:21.660+00:00,2025-09-27T02:58:21.660+00:00,0
68d705756d08732e0fc60d15,68d705756d08732e0fc60d12,68d7054578436788b19eab13,1,1020,12,0,2025-09-27T02:58:21.661+00:00,2025-09-27T02:58:21.661+00:00,0
68d705756d08732e0fc60d17,68d705756d08732e0fc60d16,68d7054578436788b19eabdc,1,100,12,10,2025-09-27T02:58:21.662+00:00,2025-09-27T02:58:21.662+00:00,0
68d705756d08732e0fc60d18,68d705756d08732e0fc60d16,68d7054578436788b19eab8c,1,265,5,0,2025-09-27T02:58:21.663+00:00,2025-09-27T02:58:21.663+00:00,0
68d705756d08732e0fc60d19,68d705756d08732e0fc60d16,68d7054578436788b19eacad,1,199,5,10,2025-09-27T02:58:21.664+00:00,2025-09-27T02:58:21.664+00:00,0
68d705756d08732e0fc60d1b,68d705756d08732e0fc60d1a,68d7054578436788b19eaae4,1,50,12,0,2025-09-27T02:58:21.665+00:00,2025-09-27T02:58:21.665+00:00,0
68d705756d08732e0fc60d1d,68d705756d08732e0fc60d1c,68d7054578436788b19eab0a,1,3100,5,0,2025-09-27T02:58:21.667+00:00,2025-09-27T02:58:21.667+00:00,0
68d705756d08732e0fc60d1f,68d705756d08732e0fc60d1e,68d7054578436788b19eab76,1,140,18,0,2025-09-27T02:58:21.669+00:00,2025-09-27T02:58:21.669+00:00,0
68d705756d08732e0fc60d20,68d705756d08732e0fc60d1e,68d7054578436788b19eaa7c,1,1120,12,0,2025-09-27T02:58:21.670+00:00,2025-09-27T02:58:21.670+00:00,0
68d705756d08732e0fc60d21,68d705756d08732e0fc60d1e,68d7054578436788b19eaace,1,120,5,0,2025-09-27T02:58:21.671+00:00,2025-09-27T02:58:21.671+00:00,0
68d705756d08732e0fc60d22,68d705756d08732e0fc60d1e,68d7054578436788b19eab98,1,20,5,0,2025-09-27T02:58:21.672+00:00,2025-09-27T02:58:21.672+00:00,0
68d705756d08732e0fc60d24,68d705756d08732e0fc60d23,68d7054578436788b19eaaf0,1,60,5,0,2025-09-27T02:58:21.674+00:00,2025-09-27T02:58:21.674+00:00,0
68d705756d08732e0fc60d25,68d705756d08732e0fc60d23,68d7054578436788b19eabdc,1,100,5,0,2025-09-27T02:58:21.675+00:00,2025-09-27T02:58:21.675+00:00,0
68d705756d08732e0fc60d27,68d705756d08732e0fc60d26,68d7054578436788b19eac9d,1,199,18,0,2025-09-27T02:58:21.677+00:00,2025-09-27T02:58:21.677+00:00,0
68d705756d08732e0fc60d28,68d705756d08732e0fc60d26,68d7054578436788b19eaa9a,1,235,5,0,2025-09-27T02:58:21.678+00:00,2025-09-27T02:58:21.678+00:00,0
68d705756d08732e0fc60d29,68d705756d08732e0fc60d26,68d7054578436788b19eaa8c,1,450,12,0,2025-09-27T02:58:21.679+00:00,2025-09-27T02:58:21.679+00:00,0
68d705756d08732e0fc60d2a,68d705756d08732e0fc60d26,68d7054578436788b19eac0c,1,365,5,0,2025-09-27T02:58:21.680+00:00,2025-09-27T02:58:21.680+00:00,0
68d705756d08732e0fc60d2c,68d705756d08732e0fc60d2b,68d7054578436788b19eab9a,1,20,12,0,2025-09-27T02:58:21.681+00:00,2025-09-27T02:58:21.681+00:00,0
68d705756d08732e0fc60d2d,68d705756d08732e0fc60d2b,68d7054578436788b19eacc9,1,119,18,0,2025-09-27T02:58:21.682+00:00,2025-09-27T02:58:21.682+00:00,0
68d705756d08732e0fc60d2e,68d705756d08732e0fc60d2b,68d7054578436788b19eac8f,1,220,18,0,2025-09-27T02:58:21.683+00:00,2025-09-27T02:58:21.683+00:00,0
68d705756d08732e0fc60d30,68d705756d08732e0fc60d2f,68d7054578436788b19eac9b,1,179,12,0,2025-09-27T02:58:21.684+00:00,2025-09-27T02:58:21.684+00:00,0
68d705756d08732e0fc60d31,68d705756d08732e0fc60d2f,68d7054578436788b19eab84,1,199,12,0,2025-09-27T02:58:21.685+00:00,2025-09-27T02:58:21.685+00:00,0
68d705756d08732e0fc60d32,68d705756d08732e0fc60d2f,68d7054578436788b19eaac0,1,70,12,0,2025-09-27T02:58:21.687+00:00,2025-09-27T02:58:21.687+00:00,0
68d705756d08732e0fc60d34,68d705756d08732e0fc60d33,68d7054578436788b19eab90,1,99,18,0,2025-09-27T02:58:21.688+00:00,2025-09-27T02:58:21.688+00:00,0
68d705756d08732e0fc60d36,68d705756d08732e0fc60d35,68d7054578436788b19eaaa2,1,110,12,5,2025-09-27T02:58:21.690+00:00,2025-09-27T02:58:21.690+00:00,0
68d705756d08732e0fc60d37,68d705756d08732e0fc60d35,68d7054578436788b19eac0e,1,365,12,0,2025-09-27T02:58:21.691+00:00,2025-09-27T02:58:21.691+00:00,0
68d705756d08732e0fc60d38,68d705756d08732e0fc60d35,68d7054578436788b19eaba0,1,499,5,0,2025-09-27T02:58:21.692+00:00,2025-09-27T02:58:21.692+00:00,0
68d705756d08732e0fc60d39,68d705756d08732e0fc60d35,68d7054578436788b19eabbe,1,185,12,0,2025-09-27T02:58:21.692+00:00,2025-09-27T02:58:21.692+00:00,0
68d705756d08732e0fc60d3b,68d705756d08732e0fc60d3a,68d7054578436788b19eacd4,1,160,12,0,2025-09-27T02:58:21.694+00:00,2025-09-27T02:58:21.694+00:00,0
68d705756d08732e0fc60d3c,68d705756d08732e0fc60d3a,68d7054578436788b19eab9c,1,20,5,0,2025-09-27T02:58:21.695+00:00,2025-09-27T02:58:21.695+00:00,0
68d705756d08732e0fc60d3e,68d705756d08732e0fc60d3d,68d7054578436788b19eaae4,1,50,5,0,2025-09-27T02:58:21.697+00:00,2025-09-27T02:58:21.697+00:00,0
68d705756d08732e0fc60d3f,68d705756d08732e0fc60d3d,68d7054578436788b19eab00,1,50,12,0,2025-09-27T02:58:21.697+00:00,2025-09-27T02:58:21.697+00:00,0
68d705756d08732e0fc60d40,68d705756d08732e0fc60d3d,68d7054578436788b19eab5a,1,100,12,0,2025-09-27T02:58:21.701+00:00,2025-09-27T02:58:21.701+00:00,0
68d705756d08732e0fc60d42,68d705756d08732e0fc60d41,68d7054578436788b19eacab,1,199,5,0,2025-09-27T02:58:21.702+00:00,2025-09-27T02:58:21.702+00:00,0
68d705756d08732e0fc60d43,68d705756d08732e0fc60d41,68d7054578436788b19eabd0,1,399,18,0,2025-09-27T02:58:21.704+00:00,2025-09-27T02:58:21.704+00:00,0
68d705756d08732e0fc60d44,68d705756d08732e0fc60d41,68d7054578436788b19eaa94,1,235,18,0,2025-09-27T02:58:21.705+00:00,2025-09-27T02:58:21.705+00:00,0
68d705756d08732e0fc60d46,68d705756d08732e0fc60d45,68d7054578436788b19eabf4,1,30,5,10,2025-09-27T02:58:21.706+00:00,2025-09-27T02:58:21.706+00:00,0
68d705756d08732e0fc60d47,68d705756d08732e0fc60d45,68d7054578436788b19eac24,1,999,12,0,2025-09-27T02:58:21.707+00:00,2025-09-27T02:58:21.707+00:00,0
68d705756d08732e0fc60d49,68d705756d08732e0fc60d48,68d7054578436788b19eac63,1,280,12,0,2025-09-27T02:58:21.708+00:00,2025-09-27T02:58:21.708+00:00,0
68d705756d08732e0fc60d4b,68d705756d08732e0fc60d4a,68d7054578436788b19eac2c,1,2149,12,0,2025-09-27T02:58:21.709+00:00,2025-09-27T02:58:21.709+00:00,0
68d705756d08732e0fc60d4d,68d705756d08732e0fc60d4c,68d7054578436788b19eaca5,1,249,18,0,2025-09-27T02:58:21.710+00:00,2025-09-27T02:58:21.710+00:00,0
68d705756d08732e0fc60d4f,68d705756d08732e0fc60d4e,68d7054578436788b19eacdd,1,260,18,0,2025-09-27T02:58:21.712+00:00,2025-09-27T02:58:21.712+00:00,0
68d705756d08732e0fc60d50,68d705756d08732e0fc60d4e,68d7054578436788b19eab39,1,1950,12,0,2025-09-27T02:58:21.713+00:00,2025-09-27T02:58:21.713+00:00,0
68d705756d08732e0fc60d52,68d705756d08732e0fc60d51,68d7054578436788b19eac51,1,380,18,0,2025-09-27T02:58:21.716+00:00,2025-09-27T02:58:21.716+00:00,0
68d705756d08732e0fc60d54,68d705756d08732e0fc60d53,68d7054578436788b19eaab8,1,25,5,0,2025-09-27T02:58:21.718+00:00,2025-09-27T02:58:21.718+00:00,0
68d705756d08732e0fc60d55,68d705756d08732e0fc60d53,68d7054578436788b19eaa88,1,440,18,0,2025-09-27T02:58:21.719+00:00,2025-09-27T02:58:21.719+00:00,0
68d705756d08732e0fc60d57,68d705756d08732e0fc60d56,68d7054578436788b19eacab,1,199,18,0,2025-09-27T02:58:21.721+00:00,2025-09-27T02:58:21.721+00:00,0
68d705756d08732e0fc60d58,68d705756d08732e0fc60d56,68d7054578436788b19eabc8,1,410,5,0,2025-09-27T02:58:21.721+00:00,2025-09-27T02:58:21.721+00:00,0
68d705756d08732e0fc60d59,68d705756d08732e0fc60d56,68d7054578436788b19eab6c,1,160,12,10,2025-09-27T02:58:21.722+00:00,2025-09-27T02:58:21.722+00:00,0
68d705756d08732e0fc60d5b,68d705756d08732e0fc60d5a,68d7054578436788b19eab90,1,99,5,0,2025-09-27T02:58:21.724+00:00,2025-09-27T02:58:21.724+00:00,0
68d705756d08732e0fc60d5c,68d705756d08732e0fc60d5a,68d7054578436788b19eab6a,1,225,12,0,2025-09-27T02:58:21.725+00:00,2025-09-27T02:58:21.725+00:00,0
68d705756d08732e0fc60d5d,68d705756d08732e0fc60d5a,68d7054578436788b19eac63,1,280,18,0,2025-09-27T02:58:21.726+00:00,2025-09-27T02:58:21.726+00:00,0
68d705756d08732e0fc60d5f,68d705756d08732e0fc60d5e,68d7054578436788b19eaae8,1,50,12,10,2025-09-27T02:58:21.727+00:00,2025-09-27T02:58:21.727+00:00,0
68d705756d08732e0fc60d60,68d705756d08732e0fc60d5e,68d7054578436788b19eac5f,1,120,5,0,2025-09-27T02:58:21.728+00:00,2025-09-27T02:58:21.728+00:00,0
68d705756d08732e0fc60d61,68d705756d08732e0fc60d5e,68d7054578436788b19eaa74,1,685,12,0,2025-09-27T02:58:21.729+00:00,2025-09-27T02:58:21.729+00:00,0
68d705756d08732e0fc60d62,68d705756d08732e0fc60d5e,68d7054578436788b19eab1d,1,40,18,0,2025-09-27T02:58:21.730+00:00,2025-09-27T02:58:21.730+00:00,0
68d705756d08732e0fc60d64,68d705756d08732e0fc60d63,68d7054578436788b19eabdc,1,100,18,5,2025-09-27T02:58:21.732+00:00,2025-09-27T02:58:21.732+00:00,0
68d705756d08732e0fc60d66,68d705756d08732e0fc60d65,68d7054578436788b19eabbe,1,185,12,10,2025-09-27T02:58:21.733+00:00,2025-09-27T02:58:21.733+00:00,0
68d705756d08732e0fc60d67,68d705756d08732e0fc60d65,68d7054578436788b19eacea,1,349,12,0,2025-09-27T02:58:21.735+00:00,2025-09-27T02:58:21.735+00:00,0
68d705756d08732e0fc60d68,68d705756d08732e0fc60d65,68d7054578436788b19eab35,1,139,18,0,2025-09-27T02:58:21.736+00:00,2025-09-27T02:58:21.736+00:00,0
68d705756d08732e0fc60d6a,68d705756d08732e0fc60d69,68d7054578436788b19eac8b,1,499,12,10,2025-09-27T02:58:21.737+00:00,2025-09-27T02:58:21.737+00:00,0
68d705756d08732e0fc60d6b,68d705756d08732e0fc60d69,68d7054578436788b19eac95,1,460,12,0,2025-09-27T02:58:21.738+00:00,2025-09-27T02:58:21.738+00:00,0
68d705756d08732e0fc60d6c,68d705756d08732e0fc60d69,68d7054578436788b19eaba6,1,249,18,0,2025-09-27T02:58:21.739+00:00,2025-09-27T02:58:21.739+00:00,0
68d705756d08732e0fc60d6d,68d705756d08732e0fc60d69,68d7054578436788b19eabd2,1,650,12,0,2025-09-27T02:58:21.740+00:00,2025-09-27T02:58:21.740+00:00,0
68d705756d08732e0fc60d6f,68d705756d08732e0fc60d6e,68d7054578436788b19eac83,1,69,18,0,2025-09-27T02:58:21.742+00:00,2025-09-27T02:58:21.742+00:00,0
68d705756d08732e0fc60d70,68d705756d08732e0fc60d6e,68d7054578436788b19eacc5,1,120,18,0,2025-09-27T02:58:21.744+00:00,2025-09-27T02:58:21.744+00:00,0
68d705756d08732e0fc60d71,68d705756d08732e0fc60d6e,68d7054578436788b19eaae8,1,50,5,5,2025-09-27T02:58:21.745+00:00,2025-09-27T02:58:21.745+00:00,0
68d705756d08732e0fc60d72,68d705756d08732e0fc60d6e,68d7054578436788b19eacab,1,199,12,0,2025-09-27T02:58:21.747+00:00,2025-09-27T02:58:21.747+00:00,0
68d705756d08732e0fc60d74,68d705756d08732e0fc60d73,68d7054578436788b19eac97,1,250,12,0,2025-09-27T02:58:21.750+00:00,2025-09-27T02:58:21.750+00:00,0
68d705756d08732e0fc60d75,68d705756d08732e0fc60d73,68d7054578436788b19eab7a,1,140,18,0,2025-09-27T02:58:21.751+00:00,2025-09-27T02:58:21.751+00:00,0
68d705756d08732e0fc60d77,68d705756d08732e0fc60d76,68d7054578436788b19eaad0,1,120,12,5,2025-09-27T02:58:21.754+00:00,2025-09-27T02:58:21.754+00:00,0
68d705756d08732e0fc60d78,68d705756d08732e0fc60d76,68d7054578436788b19eaba0,1,499,5,0,2025-09-27T02:58:21.756+00:00,2025-09-27T02:58:21.756+00:00,0
68d705756d08732e0fc60d79,68d705756d08732e0fc60d76,68d7054578436788b19eac5f,1,120,18,0,2025-09-27T02:58:21.757+00:00,2025-09-27T02:58:21.757+00:00,0
68d705756d08732e0fc60d7b,68d705756d08732e0fc60d7a,68d7054578436788b19eabd0,1,399,18,10,2025-09-27T02:58:21.759+00:00,2025-09-27T02:58:21.759+00:00,0
68d705756d08732e0fc60d7d,68d705756d08732e0fc60d7c,68d7054578436788b19eacb1,1,79,5,0,2025-09-27T02:58:21.763+00:00,2025-09-27T02:58:21.763+00:00,0
68d705756d08732e0fc60d7f,68d705756d08732e0fc60d7e,68d7054578436788b19eacda,1,20,5,0,2025-09-27T02:58:21.765+00:00,2025-09-27T02:58:21.765+00:00,0
68d705756d08732e0fc60d80,68d705756d08732e0fc60d7e,68d7054578436788b19eac40,1,215,18,0,2025-09-27T02:58:21.766+00:00,2025-09-27T02:58:21.766+00:00,0
68d705756d08732e0fc60d81,68d705756d08732e0fc60d7e,68d7054578436788b19eac57,1,149,5,0,2025-09-27T02:58:21.767+00:00,2025-09-27T02:58:21.767+00:00,0
68d705756d08732e0fc60d82,68d705756d08732e0fc60d7e,68d7054578436788b19eabc4,1,410,5,0,2025-09-27T02:58:21.768+00:00,2025-09-27T02:58:21.768+00:00,0
68d705756d08732e0fc60d84,68d705756d08732e0fc60d83,68d7054578436788b19eaab6,1,25,5,5,2025-09-27T02:58:21.771+00:00,2025-09-27T02:58:21.771+00:00,0
68d705756d08732e0fc60d85,68d705756d08732e0fc60d83,68d7054578436788b19eac02,1,199,18,0,2025-09-27T02:58:21.772+00:00,2025-09-27T02:58:21.772+00:00,0
68d705756d08732e0fc60d87,68d705756d08732e0fc60d86,68d7054578436788b19eabc6,1,410,18,0,2025-09-27T02:58:21.773+00:00,2025-09-27T02:58:21.773+00:00,0
68d705756d08732e0fc60d88,68d705756d08732e0fc60d86,68d7054578436788b19eaad6,1,200,5,0,2025-09-27T02:58:21.774+00:00,2025-09-27T02:58:21.774+00:00,0
68d705756d08732e0fc60d89,68d705756d08732e0fc60d86,68d7054578436788b19eab68,1,45,5,0,2025-09-27T02:58:21.775+00:00,2025-09-27T02:58:21.775+00:00,0
68d705756d08732e0fc60d8a,68d705756d08732e0fc60d86,68d7054578436788b19eab0a,1,3100,18,0,2025-09-27T02:58:21.776+00:00,2025-09-27T02:58:21.776+00:00,0
68d705756d08732e0fc60d8c,68d705756d08732e0fc60d8b,68d7054578436788b19eac97,1,250,5,0,2025-09-27T02:58:21.778+00:00,2025-09-27T02:58:21.778+00:00,0
68d705756d08732e0fc60d8d,68d705756d08732e0fc60d8b,68d7054578436788b19eab5a,1,100,12,0,2025-09-27T02:58:21.780+00:00,2025-09-27T02:58:21.780+00:00,0
68d705756d08732e0fc60d8e,68d705756d08732e0fc60d8b,68d7054578436788b19eac5b,1,189,5,0,2025-09-27T02:58:21.781+00:00,2025-09-27T02:58:21.781+00:00,0
68d705756d08732e0fc60d8f,68d705756d08732e0fc60d8b,68d7054578436788b19eabfe,1,199,12,0,2025-09-27T02:58:21.782+00:00,2025-09-27T02:58:21.782+00:00,0
68d705756d08732e0fc60d91,68d705756d08732e0fc60d90,68d7054578436788b19eac3a,1,320,5,0,2025-09-27T02:58:21.784+00:00,2025-09-27T02:58:21.784+00:00,0
68d705756d08732e0fc60d93,68d705756d08732e0fc60d92,68d7054578436788b19eaaec,1,50,12,5,2025-09-27T02:58:21.785+00:00,2025-09-27T02:58:21.785+00:00,0
68d705756d08732e0fc60d94,68d705756d08732e0fc60d92,68d7054578436788b19eaaf8,1,50,18,0,2025-09-27T02:58:21.787+00:00,2025-09-27T02:58:21.787+00:00,0
68d705756d08732e0fc60d95,68d705756d08732e0fc60d92,68d7054578436788b19eac7b,1,69,5,0,2025-09-27T02:58:21.788+00:00,2025-09-27T02:58:21.788+00:00,0
