_id,customer_id,sale_date,total_amount,payment_mode,createdAt,updatedAt,__v
68d705756d08732e0fc60d01,68d7054578436788b19ea90f,2025-03-30T14:01:00.000+00:00,47.25,CASH,2025-09-27T02:58:21.644+00:00,2025-09-27T02:58:21.644+00:00,0
68d705756d08732e0fc60d03,68d7054578436788b19ea919,2025-03-30T20:55:00.000+00:00,1678.95,CARD,2025-09-27T02:58:21.645+00:00,2025-09-27T02:58:21.645+00:00,0
68d705756d08732e0fc60d05,68d7054578436788b19ea92c,2025-03-30T17:36:00.000+00:00,141.6,UPI,2025-09-27T02:58:21.647+00:00,2025-09-27T02:58:21.647+00:00,0
68d705756d08732e0fc60d07,68d7054578436788b19ea909,2025-03-30T16:07:00.000+00:00,2101.4,CARD,2025-09-27T02:58:21.648+00:00,2025-09-27T02:58:21.648+00:00,0
68d705756d08732e0fc60d0a,68d7054578436788b19ea933,2025-03-30T20:01:00.000+00:00,611.38,CASH,2025-09-27T02:58:21.651+00:00,2025-09-27T02:58:21.651+00:00,0
68d705756d08732e0fc60d0d,68d7054578436788b19ea91e,2025-03-30T20:51:00.000+00:00,1561.81,UPI,2025-09-27T02:58:21.655+00:00,2025-09-27T02:58:21.655+00:00,0
68d705756d08732e0fc60d12,68d7054578436788b19ea90a,2025-03-30T20:48:00.000+00:00,1424.28,UPI,2025-09-27T02:58:21.659+00:00,2025-09-27T02:58:21.659+00:00,0
68d705756d08732e0fc60d16,68d7054578436788b19ea913,2025-03-30T16:06:00.000+00:00,567.1,CARD,2025-09-27T02:58:21.661+00:00,2025-09-27T02:58:21.661+00:00,0
68d705756d08732e0fc60d1a,68d7054578436788b19ea934,2025-03-30T10:19:00.000+00:00,56.0,CARD,2025-09-27T02:58:21.665+00:00,2025-09-27T02:58:21.665+00:00,0
68d705756d08732e0fc60d1c,68d7054578436788b19ea90b,2025-03-30T19:49:00.000+00:00,3255.0,CARD,2025-09-27T02:58:21.666+00:00,2025-09-27T02:58:21.666+00:00,0
68d705756d08732e0fc60d1e,68d7054578436788b19ea906,2025-03-30T15:58:00.000+00:00,1566.6,CASH,2025-09-27T02:58:21.668+00:00,2025-09-27T02:58:21.668+00:00,0
68d705756d08732e0fc60d23,68d7054578436788b19ea920,2025-03-30T09:47:00.000+00:00,168.0,CARD,2025-09-27T02:58:21.674+00:00,2025-09-27T02:58:21.674+00:00,0
68d705756d08732e0fc60d26,68d7054578436788b19ea918,2025-03-30T13:12:00.000+00:00,1368.82,CARD,2025-09-27T02:58:21.676+00:00,2025-09-27T02:58:21.676+00:00,0
68d705756d08732e0fc60d2b,68d7054578436788b19ea925,2025-03-30T17:57:00.000+00:00,422.42,CARD,2025-09-27T02:58:21.680+00:00,2025-09-27T02:58:21.680+00:00,0
68d705756d08732e0fc60d2f,68d7054578436788b19ea921,2025-03-30T21:02:00.000+00:00,501.76,CARD,2025-09-27T02:58:21.684+00:00,2025-09-27T02:58:21.684+00:00,0
68d705756d08732e0fc60d33,68d7054578436788b19ea90f,2025-03-30T12:40:00.000+00:00,116.82,CARD,2025-09-27T02:58:21.687+00:00,2025-09-27T02:58:21.687+00:00,0
68d705756d08732e0fc60d35,68d7054578436788b19ea918,2025-03-30T21:45:00.000+00:00,1256.99,UPI,2025-09-27T02:58:21.689+00:00,2025-09-27T02:58:21.689+00:00,0
68d705756d08732e0fc60d3a,68d7054578436788b19ea92e,2025-03-30T17:41:00.000+00:00,200.2,CARD,2025-09-27T02:58:21.693+00:00,2025-09-27T02:58:21.693+00:00,0
68d705756d08732e0fc60d3d,68d7054578436788b19ea910,2025-03-31T20:50:00.000+00:00,220.5,CASH,2025-09-27T02:58:21.696+00:00,2025-09-27T02:58:21.696+00:00,0
68d705756d08732e0fc60d41,68d7054578436788b19ea90f,2025-03-31T16:48:00.000+00:00,957.07,CARD,2025-09-27T02:58:21.701+00:00,2025-09-27T02:58:21.701+00:00,0
68d705756d08732e0fc60d45,68d7054578436788b19ea936,2025-03-31T18:06:00.000+00:00,1147.23,CARD,2025-09-27T02:58:21.705+00:00,2025-09-27T02:58:21.705+00:00,0
68d705756d08732e0fc60d48,68d7054578436788b19ea90f,2025-03-31T10:47:00.000+00:00,313.6,UPI,2025-09-27T02:58:21.708+00:00,2025-09-27T02:58:21.708+00:00,0
68d705756d08732e0fc60d4a,68d7054578436788b19ea913,2025-03-31T21:10:00.000+00:00,2406.88,CASH,2025-09-27T02:58:21.709+00:00,2025-09-27T02:58:21.709+00:00,0
68d705756d08732e0fc60d4c,68d7054578436788b19ea917,2025-03-31T09:32:00.000+00:00,293.82,CARD,2025-09-27T02:58:21.710+00:00,2025-09-27T02:58:21.710+00:00,0
68d705756d08732e0fc60d4e,68d7054578436788b19ea92b,2025-03-31T18:02:00.000+00:00,2490.8,UPI,2025-09-27T02:58:21.711+00:00,2025-09-27T02:58:21.711+00:00,0
68d705756d08732e0fc60d51,68d7054578436788b19ea936,2025-03-31T14:12:00.000+00:00,448.4,CASH,2025-09-27T02:58:21.714+00:00,2025-09-27T02:58:21.714+00:00,0
68d705756d08732e0fc60d53,68d7054578436788b19ea936,2025-03-31T19:38:00.000+00:00,545.45,UPI,2025-09-27T02:58:21.717+00:00,2025-09-27T02:58:21.717+00:00,0
68d705756d08732e0fc60d56,68d7054578436788b19ea92b,2025-03-31T10:11:00.000+00:00,826.6,CARD,2025-09-27T02:58:21.720+00:00,2025-09-27T02:58:21.720+00:00,0
68d705756d08732e0fc60d5a,68d7054578436788b19ea923,2025-03-31T11:20:00.000+00:00,686.35,CARD,2025-09-27T02:58:21.723+00:00,2025-09-27T02:58:21.723+00:00,0
68d705756d08732e0fc60d5e,68d7054578436788b19ea92d,2025-03-31T15:37:00.000+00:00,990.8,UPI,2025-09-27T02:58:21.727+00:00,2025-09-27T02:58:21.727+00:00,0
68d705756d08732e0fc60d63,68d7054578436788b19ea925,2025-03-31T17:20:00.000+00:00,112.1,CASH,2025-09-27T02:58:21.731+00:00,2025-09-27T02:58:21.731+00:00,0
68d705756d08732e0fc60d65,68d7054578436788b19ea930,2025-03-31T16:21:00.000+00:00,741.38,CASH,2025-09-27T02:58:21.733+00:00,2025-09-27T02:58:21.733+00:00,0
68d705756d08732e0fc60d69,68d7054578436788b19ea91f,2025-03-31T12:17:00.000+00:00,2040.01,UPI,2025-09-27T02:58:21.736+00:00,2025-09-27T02:58:21.736+00:00,0
68d705756d08732e0fc60d6e,68d7054578436788b19ea926,2025-03-31T14:47:00.000+00:00,495.78,CASH,2025-09-27T02:58:21.741+00:00,2025-09-27T02:58:21.741+00:00,0
68d705756d08732e0fc60d73,68d7054578436788b19ea931,2025-03-31T11:29:00.000+00:00,445.2,UPI,2025-09-27T02:58:21.748+00:00,2025-09-27T02:58:21.748+00:00,0
68d705756d08732e0fc60d76,68d7054578436788b19ea90a,2025-04-01T20:21:00.000+00:00,793.23,CARD,2025-09-27T02:58:21.753+00:00,2025-09-27T02:58:21.753+00:00,0
68d705756d08732e0fc60d7a,68d7054578436788b19ea92f,2025-04-01T09:42:00.000+00:00,423.74,UPI,2025-09-27T02:58:21.759+00:00,2025-09-27T02:58:21.759+00:00,0
68d705756d08732e0fc60d7c,68d7054578436788b19ea935,2025-04-01T15:04:00.000+00:00,82.95,CARD,2025-09-27T02:58:21.762+00:00,2025-09-27T02:58:21.762+00:00,0
68d705756d08732e0fc60d7e,68d7054578436788b19ea90d,2025-04-01T10:40:00.000+00:00,861.65,UPI,2025-09-27T02:58:21.764+00:00,2025-09-27T02:58:21.764+00:00,0
68d705756d08732e0fc60d83,68d7054578436788b19ea932,2025-04-01T18:31:00.000+00:00,259.76,UPI,2025-09-27T02:58:21.770+00:00,2025-09-27T02:58:21.770+00:00,0
68d705756d08732e0fc60d86,68d7054578436788b19ea937,2025-04-01T11:13:00.000+00:00,4399.05,CASH,2025-09-27T02:58:21.772+00:00,2025-09-27T02:58:21.772+00:00,0
68d705756d08732e0fc60d8b,68d7054578436788b19ea91b,2025-04-01T17:42:00.000+00:00,795.83,CARD,2025-09-27T02:58:21.777+00:00,2025-09-27T02:58:21.777+00:00,0
68d705756d08732e0fc60d90,68d7054578436788b19ea917,2025-04-01T15:33:00.000+00:00,336.0,CASH,2025-09-27T02:58:21.783+00:00,2025-09-27T02:58:21.783+00:00,0
68d705756d08732e0fc60d92,68d7054578436788b19ea91a,2025-04-01T11:10:00.000+00:00,184.65,CARD,2025-09-27T02:58:21.785+00:00,2025-09-27T02:58:21.785+00:00,0
68d705756d08732e0fc60d96,68d7054578436788b19ea919,2025-04-01T15:11:00.000+00:00,3580.14,CASH,2025-09-27T02:58:21.788+00:00,2025-09-27T02:58:21.788+00:00,0
68d705756d08732e0fc60d9a,68d7054578436788b19ea90d,2025-04-01T09:26:00.000+00:00,212.8,UPI,2025-09-27T02:58:21.792+00:00,2025-09-27T02:58:21.792+00:00,0
68d705756d08732e0fc60d9d,68d7054578436788b19ea920,2025-04-01T19:22:00.000+00:00,307.39,CARD,2025-09-27T02:58:21.794+00:00,2025-09-27T02:58:21.794+00:00,0
68d705756d08732e0fc60da0,68d7054578436788b19ea916,2025-04-01T19:36:00.000+00:00,85.25,CARD,2025-09-27T02:58:21.796+00:00,2025-09-27T02:58:21.796+00:00,0
68d705756d08732e0fc60da3,68d7054578436788b19ea911,2025-04-01T10:31:00.000+00:00,373.45,UPI,2025-09-27T02:58:21.799+00:00,2025-09-27T02:58:21.799+00:00,0
68d705756d08732e0fc60da6,68d7054578436788b19ea91e,2025-04-02T13:55:00.000+00:00,2695.34,CARD,2025-09-27T02:58:21.802+00:00,2025-09-27T02:58:21.802+00:00,0
68d705756d08732e0fc60daa,68d7054578436788b19ea914,2025-04-02T11:32:00.000+00:00,1591.82,UPI,2025-09-27T02:58:21.805+00:00,2025-09-27T02:58:21.805+00:00,0
68d705756d08732e0fc60dad,68d7054578436788b19ea936,2025-04-02T11:03:00.000+00:00,1267.64,CASH,2025-09-27T02:58:21.808+00:00,2025-09-27T02:58:21.808+00:00,0
68d705756d08732e0fc60db1,68d7054578436788b19ea924,2025-04-02T11:00:00.000+00:00,1179.4,UPI,2025-09-27T02:58:21.811+00:00,2025-09-27T02:58:21.811+00:00,0
68d705756d08732e0fc60db6,68d7054578436788b19ea916,2025-04-02T18:42:00.000+00:00,323.52,UPI,2025-09-27T02:58:21.815+00:00,2025-09-27T02:58:21.815+00:00,0
68d705756d08732e0fc60dbb,68d7054578436788b19ea91e,2025-04-02T13:04:00.000+00:00,419.3,CARD,2025-09-27T02:58:21.820+00:00,2025-09-27T02:58:21.820+00:00,0
68d705756d08732e0fc60dbe,68d7054578436788b19ea91c,2025-04-02T15:49:00.000+00:00,1010.73,CARD,2025-09-27T02:58:21.824+00:00,2025-09-27T02:58:21.824+00:00,0
68d705756d08732e0fc60dc3,68d7054578436788b19ea907,2025-04-02T13:30:00.000+00:00,1409.05,CARD,2025-09-27T02:58:21.829+00:00,2025-09-27T02:58:21.829+00:00,0
68d705756d08732e0fc60dc7,68d7054578436788b19ea928,2025-04-02T11:42:00.000+00:00,1790.88,UPI,2025-09-27T02:58:21.835+00:00,2025-09-27T02:58:21.835+00:00,0
68d705756d08732e0fc60dc9,68d7054578436788b19ea92e,2025-04-02T16:14:00.000+00:00,1500.42,UPI,2025-09-27T02:58:21.837+00:00,2025-09-27T02:58:21.837+00:00,0
68d705756d08732e0fc60dcc,68d7054578436788b19ea926,2025-04-02T21:20:00.000+00:00,501.2,UPI,2025-09-27T02:58:21.841+00:00,2025-09-27T02:58:21.841+00:00,0
68d705756d08732e0fc60dcf,68d7054578436788b19ea91d,2025-04-02T20:06:00.000+00:00,187.18,CASH,2025-09-27T02:58:21.844+00:00,2025-09-27T02:58:21.844+00:00,0
68d705756d08732e0fc60dd2,68d7054578436788b19ea913,2025-04-02T17:15:00.000+00:00,1604.88,CARD,2025-09-27T02:58:21.848+00:00,2025-09-27T02:58:21.848+00:00,0
68d705756d08732e0fc60dd7,68d7054578436788b19ea922,2025-04-02T20:28:00.000+00:00,2206.4,CASH,2025-09-27T02:58:21.851+00:00,2025-09-27T02:58:21.851+00:00,0
68d705756d08732e0fc60dda,68d7054578436788b19ea914,2025-04-02T18:51:00.000+00:00,1597.39,UPI,2025-09-27T02:58:21.855+00:00,2025-09-27T02:58:21.855+00:00,0
68d705756d08732e0fc60dde,68d7054578436788b19ea926,2025-04-02T15:16:00.000+00:00,300.9,CASH,2025-09-27T02:58:21.857+00:00,2025-09-27T02:58:21.857+00:00,0
68d705756d08732e0fc60de0,68d7054578436788b19ea935,2025-04-03T18:25:00.000+00:00,733.09,CASH,2025-09-27T02:58:21.860+00:00,2025-09-27T02:58:21.860+00:00,0
68d705756d08732e0fc60de3,68d7054578436788b19ea925,2025-04-03T20:57:00.000+00:00,804.43,CASH,2025-09-27T02:58:21.863+00:00,2025-09-27T02:58:21.863+00:00,0
68d705756d08732e0fc60de8,68d7054578436788b19ea90f,2025-04-03T10:01:00.000+00:00,984.56,CASH,2025-09-27T02:58:21.867+00:00,2025-09-27T02:58:21.867+00:00,0
68d705756d08732e0fc60dec,68d7054578436788b19ea919,2025-04-03T12:46:00.000+00:00,1593.35,CASH,2025-09-27T02:58:21.872+00:00,2025-09-27T02:58:21.872+00:00,0
68d705756d08732e0fc60df1,68d7054578436788b19ea911,2025-04-03T13:50:00.000+00:00,969.89,CARD,2025-09-27T02:58:21.880+00:00,2025-09-27T02:58:21.880+00:00,0
68d705756d08732e0fc60df5,68d7054578436788b19ea928,2025-04-03T15:43:00.000+00:00,938.42,CASH,2025-09-27T02:58:21.886+00:00,2025-09-27T02:58:21.886+00:00,0
68d705756d08732e0fc60dfa,68d7054578436788b19ea906,2025-04-03T15:13:00.000+00:00,740.3,UPI,2025-09-27T02:58:21.894+00:00,2025-09-27T02:58:21.894+00:00,0
68d705756d08732e0fc60dfe,68d7054578436788b19ea90c,2025-04-03T10:24:00.000+00:00,1915.68,CARD,2025-09-27T02:58:21.901+00:00,2025-09-27T02:58:21.901+00:00,0
68d705756d08732e0fc60e03,68d7054578436788b19ea920,2025-04-03T16:04:00.000+00:00,1345.98,UPI,2025-09-27T02:58:21.907+00:00,2025-09-27T02:58:21.907+00:00,0
68d705756d08732e0fc60e08,68d7054578436788b19ea91a,2025-04-03T21:07:00.000+00:00,53.1,CASH,2025-09-27T02:58:21.915+00:00,2025-09-27T02:58:21.915+00:00,0
68d705756d08732e0fc60e0a,68d7054578436788b19ea90c,2025-04-03T10:30:00.000+00:00,375.2,UPI,2025-09-27T02:58:21.917+00:00,2025-09-27T02:58:21.917+00:00,0
68d705756d08732e0fc60e0d,68d7054578436788b19ea919,2025-04-03T16:47:00.000+00:00,1012.13,UPI,2025-09-27T02:58:21.920+00:00,2025-09-27T02:58:21.920+00:00,0
68d705756d08732e0fc60e12,68d7054578436788b19ea91f,2025-04-03T09:57:00.000+00:00,226.8,CASH,2025-09-27T02:58:21.924+00:00,2025-09-27T02:58:21.924+00:00,0
68d705756d08732e0fc60e14,68d7054578436788b19ea915,2025-04-03T12:51:00.000+00:00,234.82,UPI,2025-09-27T02:58:21.926+00:00,2025-09-27T02:58:21.926+00:00,0
68d705756d08732e0fc60e16,68d7054578436788b19ea90d,2025-04-03T09:04:00.000+00:00,697.1,CARD,2025-09-27T02:58:21.927+00:00,2025-09-27T02:58:21.927+00:00,0
68d705756d08732e0fc60e19,68d7054578436788b19ea90d,2025-04-03T16:25:00.000+00:00,1555.18,UPI,2025-09-27T02:58:21.931+00:00,2025-09-27T02:58:21.931+00:00,0
68d705756d08732e0fc60e1d,68d7054578436788b19ea92f,2025-04-03T17:45:00.000+00:00,575.13,CARD,2025-09-27T02:58:21.934+00:00,2025-09-27T02:58:21.934+00:00,0
68d705756d08732e0fc60e22,68d7054578436788b19ea907,2025-04-03T15:53:00.000+00:00,312.42,CASH,2025-09-27T02:58:21.938+00:00,2025-09-27T02:58:21.938+00:00,0
68d705756d08732e0fc60e26,68d7054578436788b19ea926,2025-04-03T13:30:00.000+00:00,1509.79,UPI,2025-09-27T02:58:21.941+00:00,2025-09-27T02:58:21.941+00:00,0
68d705756d08732e0fc60e2b,68d7054578436788b19ea923,2025-04-03T12:41:00.000+00:00,47.2,CARD,2025-09-27T02:58:21.946+00:00,2025-09-27T02:58:21.946+00:00,0
68d705756d08732e0fc60e2d,68d7054578436788b19ea917,2025-04-03T21:17:00.000+00:00,603.55,CARD,2025-09-27T02:58:21.947+00:00,2025-09-27T02:58:21.947+00:00,0
68d705756d08732e0fc60e31,68d7054578436788b19ea908,2025-04-04T14:06:00.000+00:00,574.2,CARD,2025-09-27T02:58:21.951+00:00,2025-09-27T02:58:21.951+00:00,0
68d705756d08732e0fc60e34,68d7054578436788b19ea914,2025-04-04T11:39:00.000+00:00,105.0,CASH,2025-09-27T02:58:21.953+00:00,2025-09-27T02:58:21.953+00:00,0
68d705756d08732e0fc60e36,68d7054578436788b19ea920,2025-04-04T16:10:00.000+00:00,116.82,CASH,2025-09-27T02:58:21.955+00:00,2025-09-27T02:58:21.955+00:00,0
68d705756d08732e0fc60e38,68d7054578436788b19ea933,2025-04-04T20:08:00.000+00:00,443.38,UPI,2025-09-27T02:58:21.956+00:00,2025-09-27T02:58:21.956+00:00,0
68d705756d08732e0fc60e3c,68d7054578436788b19ea908,2025-04-04T17:32:00.000+00:00,661.13,UPI,2025-09-27T02:58:21.959+00:00,2025-09-27T02:58:21.959+00:00,0
68d705756d08732e0fc60e40,68d7054578436788b19ea920,2025-04-04T16:08:00.000+00:00,813.98,UPI,2025-09-27T02:58:21.963+00:00,2025-09-27T02:58:21.963+00:00,0
68d705756d08732e0fc60e43,68d7054578436788b19ea930,2025-04-04T12:13:00.000+00:00,1877.12,UPI,2025-09-27T02:58:21.965+00:00,2025-09-27T02:58:21.965+00:00,0
68d705756d08732e0fc60e47,68d7054578436788b19ea906,2025-04-04T14:53:00.000+00:00,730.28,CARD,2025-09-27T02:58:21.968+00:00,2025-09-27T02:58:21.968+00:00,0
68d705756d08732e0fc60e4b,68d7054578436788b19ea91e,2025-04-04T09:23:00.000+00:00,115.5,CARD,2025-09-27T02:58:21.972+00:00,2025-09-27T02:58:21.972+00:00,0
68d705756d08732e0fc60e4d,68d7054578436788b19ea921,2025-04-04T16:08:00.000+00:00,1183.74,CASH,2025-09-27T02:58:21.974+00:00,2025-09-27T02:58:21.974+00:00,0
68d705756d08732e0fc60e51,68d7054578436788b19ea923,2025-04-04T10:50:00.000+00:00,836.92,UPI,2025-09-27T02:58:21.978+00:00,2025-09-27T02:58:21.978+00:00,0
68d705756d08732e0fc60e55,68d7054578436788b19ea92d,2025-04-04T09:22:00.000+00:00,1582.25,CASH,2025-09-27T02:58:21.983+00:00,2025-09-27T02:58:21.983+00:00,0
68d705756d08732e0fc60e58,68d7054578436788b19ea91e,2025-04-04T17:14:00.000+00:00,1979.19,CARD,2025-09-27T02:58:21.986+00:00,2025-09-27T02:58:21.986+00:00,0
68d705756d08732e0fc60e5c,68d7054578436788b19ea92d,2025-04-04T14:25:00.000+00:00,329.68,UPI,2025-09-27T02:58:21.993+00:00,2025-09-27T02:58:21.993+00:00,0
68d705756d08732e0fc60e5f,68d7054578436788b19ea935,2025-04-04T13:00:00.000+00:00,229.25,CASH,2025-09-27T02:58:21.998+00:00,2025-09-27T02:58:21.998+00:00,0
68d705766d08732e0fc60e62,68d7054578436788b19ea932,2025-04-04T12:57:00.000+00:00,1933.02,CARD,2025-09-27T02:58:22.002+00:00,2025-09-27T02:58:22.002+00:00,0
68d705766d08732e0fc60e67,68d7054578436788b19ea91e,2025-04-04T16:56:00.000+00:00,729.83,CASH,2025-09-27T02:58:22.010+00:00,2025-09-27T02:58:22.010+00:00,0
68d705766d08732e0fc60e6b,68d7054578436788b19ea91d,2025-04-04T15:00:00.000+00:00,1780.8,CARD,2025-09-27T02:58:22.016+00:00,2025-09-27T02:58:22.016+00:00,0
68d705766d08732e0fc60e6e,68d7054578436788b19ea912,2025-04-04T11:54:00.000+00:00,246.75,UPI,2025-09-27T02:58:22.020+00:00,2025-09-27T02:58:22.020+00:00,0
68d705766d08732e0fc60e71,68d7054578436788b19ea916,2025-04-04T20:47:00.000+00:00,568.4,CASH,2025-09-27T02:58:22.025+00:00,2025-09-27T02:58:22.025+00:00,0
68d705766d08732e0fc60e74,68d7054578436788b19ea918,2025-04-04T19:52:00.000+00:00,222.88,CASH,2025-09-27T02:58:22.029+00:00,2025-09-27T02:58:22.029+00:00,0
68d705766d08732e0fc60e76,68d7054578436788b19ea92f,2025-04-04T16:21:00.000+00:00,632.8,UPI,2025-09-27T02:58:22.032+00:00,2025-09-27T02:58:22.032+00:00,0
68d705766d08732e0fc60e78,68d7054578436788b19ea932,2025-04-04T12:47:00.000+00:00,131.25,CASH,2025-09-27T02:58:22.035+00:00,2025-09-27T02:58:22.035+00:00,0
68d705766d08732e0fc60e7a,68d7054578436788b19ea920,2025-04-04T12:34:00.000+00:00,278.98,CARD,2025-09-27T02:58:22.038+00:00,2025-09-27T02:58:22.038+00:00,0
68d705766d08732e0fc60e7d,68d7054578436788b19ea906,2025-04-04T20:47:00.000+00:00,944.06,CARD,2025-09-27T02:58:22.043+00:00,2025-09-27T02:58:22.043+00:00,0
68d705766d08732e0fc60e7f,68d7054578436788b19ea91b,2025-04-05T21:41:00.000+00:00,133.92,CARD,2025-09-27T02:58:22.047+00:00,2025-09-27T02:58:22.047+00:00,0
68d705766d08732e0fc60e82,68d7054578436788b19ea91d,2025-04-05T19:25:00.000+00:00,209.08,CARD,2025-09-27T02:58:22.055+00:00,2025-09-27T02:58:22.055+00:00,0
68d705766d08732e0fc60e85,68d7054578436788b19ea90f,2025-04-05T16:18:00.000+00:00,235.41,CASH,2025-09-27T02:58:22.062+00:00,2025-09-27T02:58:22.062+00:00,0
68d705766d08732e0fc60e87,68d7054578436788b19ea937,2025-04-05T21:42:00.000+00:00,680.75,CARD,2025-09-27T02:58:22.065+00:00,2025-09-27T02:58:22.065+00:00,0
68d705766d08732e0fc60e8a,68d7054578436788b19ea919,2025-04-05T14:20:00.000+00:00,2334.92,CARD,2025-09-27T02:58:22.069+00:00,2025-09-27T02:58:22.069+00:00,0
68d705766d08732e0fc60e8e,68d7054578436788b19ea909,2025-04-05T12:17:00.000+00:00,1784.82,CASH,2025-09-27T02:58:22.074+00:00,2025-09-27T02:58:22.074+00:00,0
68d705766d08732e0fc60e93,68d7054578436788b19ea909,2025-04-05T16:59:00.000+00:00,105.6,CARD,2025-09-27T02:58:22.079+00:00,2025-09-27T02:58:22.079+00:00,0
68d705766d08732e0fc60e96,68d7054578436788b19ea92b,2025-04-05T10:13:00.000+00:00,262.5,CARD,2025-09-27T02:58:22.081+00:00,2025-09-27T02:58:22.081+00:00,0
68d705766d08732e0fc60e98,68d7054578436788b19ea91d,2025-04-05T09:26:00.000+00:00,2220.81,CARD,2025-09-27T02:58:22.082+00:00,2025-09-27T02:58:22.082+00:00,0
68d705766d08732e0fc60e9d,68d7054578436788b19ea930,2025-04-05T09:09:00.000+00:00,99.77,UPI,2025-09-27T02:58:22.087+00:00,2025-09-27T02:58:22.087+00:00,0
68d705766d08732e0fc60e9f,68d7054578436788b19ea926,2025-04-05T16:51:00.000+00:00,552.55,UPI,2025-09-27T02:58:22.089+00:00,2025-09-27T02:58:22.089+00:00,0
68d705766d08732e0fc60ea3,68d7054578436788b19ea923,2025-04-05T09:09:00.000+00:00,53.2,CASH,2025-09-27T02:58:22.092+00:00,2025-09-27T02:58:22.092+00:00,0
68d705766d08732e0fc60ea5,68d7054578436788b19ea922,2025-04-05T16:05:00.000+00:00,241.3,UPI,2025-09-27T02:58:22.094+00:00,2025-09-27T02:58:22.094+00:00,0
68d705766d08732e0fc60ea8,68d7054578436788b19ea92d,2025-04-05T21:36:00.000+00:00,1486.8,UPI,2025-09-27T02:58:22.097+00:00,2025-09-27T02:58:22.097+00:00,0
68d705766d08732e0fc60eaa,68d7054578436788b19ea913,2025-04-05T10:52:00.000+00:00,446.5,UPI,2025-09-27T02:58:22.099+00:00,2025-09-27T02:58:22.099+00:00,0
68d705766d08732e0fc60ead,68d7054578436788b19ea924,2025-04-05T14:14:00.000+00:00,653.45,CARD,2025-09-27T02:58:22.104+00:00,2025-09-27T02:58:22.104+00:00,0
68d705766d08732e0fc60eb1,68d7054578436788b19ea90e,2025-04-05T18:45:00.000+00:00,504.0,UPI,2025-09-27T02:58:22.111+00:00,2025-09-27T02:58:22.111+00:00,0
68d705766d08732e0fc60eb3,68d7054578436788b19ea922,2025-04-05T14:04:00.000+00:00,899.84,CASH,2025-09-27T02:58:22.114+00:00,2025-09-27T02:58:22.114+00:00,0
